//ホワイト時に収録されていた情報を残すため、灰色表示の部分を削除しないでください。
*太鼓の達人 ホワイトVer. の収録曲(V10.04) [#title]
-旧曲 ''459'' ＋ 新曲 ''57'' ＋ 隠し曲・ドンチャレ解禁曲・ごほうびショップ解禁曲 ''52'' − サヨナラ曲 ''89'' ＝ SIZE(20){''425''} 曲((段位道場のみプレイ可能の曲除く))
--裏譜面 ''79'' ＋ 双打 ''3'' -サヨナラ曲''18'' ＝ ''64'' 曲?

|>|>|>|>|>|>|>|CENTER:74|c
|>|>|>|>|>|>|>|''ジャンルごとの曲数''(ジャンル名を選択するとそのジャンルに移動します)|h
|BGCOLOR(cyan):~[[&color(black){%%%J-POP%%%};>#jpop]]|BGCOLOR(orange):~[[&color(black){%%%アニメ%%%};>#anime]]|BGCOLOR(darkgray):~[[&color(black){%%%ボーカロイド&#8482;曲%%%};>#vocalo]]|BGCOLOR(magenta):~[[&color(black){%%%どうよう%%%};>#doyo]]|BGCOLOR(lime):~[[&color(black){%%%バラエティ%%%};>#variety]]|BGCOLOR(gold):~[[&color(black){%%%クラシック%%%};>#classic]]|BGCOLOR(darkorchid):~[[&color(black){%%%ゲーム&br;ミュージック%%%};>#game]]|BGCOLOR(orangered):~[[&color(black){%%%ナムコ&br;オリジナル%%%};>#namco]]|
|''20'' 曲&br;(約4.9%)|''26'' 曲&br;(約6.4%)|''25'' 曲&br;(約5.9%)|''2'' 曲&br;(約0.5%)|''22'' 曲&br;(約5.2%)|''21'' 曲&br;(約4.9%)|''95'' 曲&br;(約22.4%)|''212'' 曲&br;(約49.9%)|

-[[システム詳細>ACの歴史(新筐体)#white]]
-[[アップデート履歴(ホワイト)>太鼓の達人 新筐体 アップデート履歴/ホワイト]]
-[[ドンチャレのお題(ホワイト)>過去のドンチャレのお題/ホワイト]]
-[[段位道場(ホワイト)>過去の段位道場#white]]
-[[ごほうび一覧>過去の新筐体のごほうび一覧#newacwhite]]
-[[段位・称号の一覧]]
--[[段位・称号の一覧/称号対象曲]]
-[[現収録曲>太鼓の達人 新筐体の収録曲]]

-[[太鼓の達人 ドンだー！世界一決定戦2016]]
----
**収録曲リスト [#list]
-凡例~
''新''・・・新曲~
''隠''・・・隠し曲(どんポイントや特定の称号で解禁)~
''ド''・・・ドンチャレ解禁曲(翌月1日にデフォルト化)~
''シ''・・・ごほうびショップ解禁曲~
''イベント先行''・・・イベント・キャンペーン先行解禁曲~
''日付''・・・ホワイトVer. 稼働中の追加曲(移行時除く)~
''日付サ''・・・サヨナラ曲~
''日付限定''・・・期間限定曲~
''背景が灰色(COLOR(#ccc){■})の曲・・・''現在はプレイできない楽曲~
''(S)''・・・パパママサポート対応譜面

// サヨナラになった曲は、大型アップデートが行われるまで表から削除するのはおやめください。
// 新バージョンに移行した際、前バージョンのページが作成されてから表の整理(曲順整理・サヨナラ曲削除など)を行ってください。

|>|CENTER:1||LEFT:60|>|>|>|>|CENTER:42|c
|BGCOLOR(#ccc):''19/3/14&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''KISS KISS BANG BANG''&br;　　SIZE(11){「アサヒ飲料十六茶CM」より}|BGCOLOR(#ccc):154|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/KISS KISS BANG BANG]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/KISS KISS BANG BANG]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/KISS KISS BANG BANG]]|BGCOLOR(#ccc):[[★×5>難易度表/おに/KISS KISS BANG BANG]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/3/29&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''ありがとう''|BGCOLOR(#ccc):79※|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/ありがとう]]|BGCOLOR(#ccc):[[★×3>難易度表/ふつう/ありがとう]]|BGCOLOR(#ccc):[[★×2>難易度表/むずかしい/ありがとう]]|BGCOLOR(#ccc):[[★×4>難易度表/おに/ありがとう]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''じょいふる''|BGCOLOR(#ccc):159|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/じょいふる]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/じょいふる]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/じょいふる]]|BGCOLOR(#ccc):[[★×6>難易度表/おに/じょいふる]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''ブルーバード''|BGCOLOR(#ccc):152※|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/ブルーバード]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/ブルーバード]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/ブルーバード]]|BGCOLOR(#ccc):[[★×6>難易度表/おに/ブルーバード]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''バクチ・ダンサー''|BGCOLOR(#ccc):151|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/バクチ・ダンサー]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/バクチ・ダンサー]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/バクチ・ダンサー]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/バクチ・ダンサー]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/3/29&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''Love Forever''|BGCOLOR(#ccc):120|BGCOLOR(#ccc):[[★×2>難易度表/かんたん/Love Forever]]|BGCOLOR(#ccc):[[★×2>難易度表/ふつう/Love Forever]]|BGCOLOR(#ccc):[[★×2>難易度表/むずかしい/Love Forever]]|BGCOLOR(#ccc):[[★×6>難易度表/おに/Love Forever]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''気分上々↑↑''|BGCOLOR(#ccc):125|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/気分上々↑↑]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/気分上々↑↑]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/気分上々↑↑]]|BGCOLOR(#ccc):[[★×7>難易度表/おに/気分上々↑↑]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''キセキ''&br;　　SIZE(11){ドラマ「ROOKIES」より}|BGCOLOR(#ccc):90|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/キセキ]]|BGCOLOR(#ccc):[[★×2>難易度表/ふつう/キセキ]]|BGCOLOR(#ccc):[[★×3>難易度表/むずかしい/キセキ]]|BGCOLOR(#ccc):[[★×2>難易度表/おに/キセキ]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''18/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''愛唄''|BGCOLOR(#ccc):85|BGCOLOR(#ccc):[[★×2>難易度表/かんたん/愛唄]]|BGCOLOR(#ccc):[[★×2>難易度表/ふつう/愛唄]]|BGCOLOR(#ccc):[[★×2>難易度表/むずかしい/愛唄]]|BGCOLOR(#ccc):[[★×3>難易度表/おに/愛唄]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''ポリリズム''&br;　　SIZE(11){映画「カーズ2」挿入歌}|BGCOLOR(#ccc):128|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/ポリリズム]]|BGCOLOR(#ccc):[[★×6>難易度表/ふつう/ポリリズム]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/ポリリズム]]&br;SIZE(10){譜面分岐}|BGCOLOR(#ccc):[[★×8>難易度表/おに/ポリリズム]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/12/6&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''チョコレイト・ディスコ''|BGCOLOR(#ccc):128|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/チョコレイト・ディスコ]]|BGCOLOR(#ccc):[[★×2>難易度表/ふつう/チョコレイト・ディスコ]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/チョコレイト・ディスコ]]|BGCOLOR(#ccc):[[★×5>難易度表/おに/チョコレイト・ディスコ]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''イケナイ太陽''|BGCOLOR(#ccc):145|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/イケナイ太陽]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/イケナイ太陽]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/イケナイ太陽]]|BGCOLOR(#ccc):[[★×7>難易度表/おに/イケナイ太陽]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''さくらんぼ''|BGCOLOR(#ccc):170|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/さくらんぼ]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/さくらんぼ]]|BGCOLOR(#ccc):[[★×4>難易度表/むずかしい/さくらんぼ]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/さくらんぼ]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''天体観測''|BGCOLOR(#ccc):163|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/天体観測]]|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/天体観測]]|BGCOLOR(#ccc):[[★×4>難易度表/むずかしい/天体観測]]|BGCOLOR(#ccc):[[★×6>難易度表/おに/天体観測]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''リンダリンダ''|BGCOLOR(#ccc):62-198※|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/リンダリンダ]]|BGCOLOR(#ccc):[[★×6>難易度表/ふつう/リンダリンダ]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/リンダリンダ]]|BGCOLOR(#ccc):[[★×5>難易度表/おに/リンダリンダ]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''TRAIN-TRAIN''|BGCOLOR(#ccc):166-195※|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/TRAIN-TRAIN]]|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/TRAIN-TRAIN]]|BGCOLOR(#ccc):[[★×4>難易度表/むずかしい/TRAIN-TRAIN]]|BGCOLOR(#ccc):[[★×5>難易度表/おに/TRAIN-TRAIN]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''夏祭り''|BGCOLOR(#ccc):141※|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/夏祭り]]|BGCOLOR(#ccc):[[★×2>難易度表/ふつう/夏祭り]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/夏祭り]]|BGCOLOR(#ccc):[[★×6>難易度表/おに/夏祭り]]|BGCOLOR(#ccc):-|
|||''嘘''|173-180|[[★×3>難易度表/かんたん/嘘]]|[[★×5>難易度表/ふつう/嘘]]|[[★×5>難易度表/むずかしい/嘘]]|[[★×6>難易度表/おに/嘘]]|-|
|||''レイン''|95|[[★×3>難易度表/かんたん/レイン]]|[[★×4>難易度表/ふつう/レイン]]|[[★×5>難易度表/むずかしい/レイン]]|[[★×7>難易度表/おに/レイン]]|-|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''S''|BGCOLOR(#ccc):212|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/S]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/S]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/S]]|BGCOLOR(#ccc):[[★×9>難易度表/おに/S]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/6/28&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''Punishment''&br;　　SIZE(11){9mm Parabellum Bullet}|BGCOLOR(#ccc):212※|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/Punishment]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/Punishment]]|BGCOLOR(#ccc):[[★×8>難易度表/むずかしい/Punishment]]|BGCOLOR(#ccc):[[★×9>難易度表/おに/Punishment]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''Telecastic fake show''&br;　　SIZE(11){凛として時雨}|BGCOLOR(#ccc):148-203※|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/Telecastic fake show]]|BGCOLOR(#ccc):[[★×6>難易度表/ふつう/Telecastic fake show]]|BGCOLOR(#ccc):[[★×7>難易度表/むずかしい/Telecastic fake show]]|BGCOLOR(#ccc):[[★×10>難易度表/おに/Telecastic fake show]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''紅''|BGCOLOR(#ccc):156.3|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/紅]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/紅]]|BGCOLOR(#ccc):[[★×7>難易度表/むずかしい/紅]]&br;SIZE(10){譜面分岐}|BGCOLOR(#ccc):[[★×8>難易度表/おに/紅]]|BGCOLOR(#ccc):-|
|>|>|>|>|>|>|>|>|BGCOLOR(orange):''アニメ''&aname(anime);|
|BGCOLOR(#ccc):''16/4/27&br;~&br;19/3/13''|BGCOLOR(#ccc):''新''|BGCOLOR(#ccc):''動物戦隊ジュウオウジャー''|BGCOLOR(#ccc):174|BGCOLOR(#ccc):[[★×2>難易度表/かんたん/動物戦隊ジュウオウジャー]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×2>難易度表/ふつう/動物戦隊ジュウオウジャー]]|BGCOLOR(#ccc):[[★×3>難易度表/むずかしい/動物戦隊ジュウオウジャー]]|BGCOLOR(#ccc):[[★×5>難易度表/おに/動物戦隊ジュウオウジャー]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/4/27&br;~&br;17/3/14''|BGCOLOR(#ccc):''新''|BGCOLOR(#ccc):''一度だけの恋なら''&br;　　SIZE(11){「マクロスΔ」より}|BGCOLOR(#ccc):172|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/一度だけの恋なら]]|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/一度だけの恋なら]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/一度だけの恋なら]]|BGCOLOR(#ccc):[[★×7>難易度表/おに/一度だけの恋なら]]|BGCOLOR(#ccc):[[★×9>難易度表/おに/一度だけの恋なら(裏譜面)]]|
|BGCOLOR(#ccc):''16/4/27&br;~&br;18/3/14''|BGCOLOR(#ccc):''新''|BGCOLOR(#ccc):''かくしん的☆めたまるふぉ〜ぜっ！''&br;　　SIZE(11){「干物妹！うまるちゃん」より}|BGCOLOR(#ccc):139-199※|BGCOLOR(#ccc):[[★×2>難易度表/かんたん/かくしん的☆めたまるふぉ〜ぜっ！]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/かくしん的☆めたまるふぉ〜ぜっ！]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/かくしん的☆めたまるふぉ〜ぜっ！]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/かくしん的☆めたまるふぉ〜ぜっ！]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/2/25&br;~&br;17/12/5''|BGCOLOR(#ccc):''新''|BGCOLOR(#ccc):''Dokkin&#9826;魔法つかいプリキュア！''|BGCOLOR(#ccc):176|BGCOLOR(#ccc):[[★×1>難易度表/かんたん/Dokkin 魔法つかいプリキュア！]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×2>難易度表/ふつう/Dokkin 魔法つかいプリキュア！]]|BGCOLOR(#ccc):[[★×4>難易度表/むずかしい/Dokkin 魔法つかいプリキュア！]]|BGCOLOR(#ccc):[[★×5>難易度表/おに/Dokkin 魔法つかいプリキュア！]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/2/25&br;~&br;18/11/20''|BGCOLOR(#ccc):''新''|BGCOLOR(#ccc):''QUESTION''&br;　　SIZE(11){「暗殺教室」より}|BGCOLOR(#ccc):177|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/QUESTION]]|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/QUESTION]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/QUESTION]]|BGCOLOR(#ccc):[[★×7>難易度表/おに/QUESTION]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/2/25&br;~&br;18/11/20''|BGCOLOR(#ccc):''新''|BGCOLOR(#ccc):''talking''&br;　　SIZE(11){「すべてがFになる THE PERFECT INSIDER」より}|BGCOLOR(#ccc):140|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/talking]]|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/talking]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/talking]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/talking]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/1/28&br;~&br;17/3/14''|BGCOLOR(#ccc):''新''|BGCOLOR(#ccc):''XY&Z''&br;　　SIZE(11){「ポケットモンスター XY & Z」より}|BGCOLOR(#ccc):254|BGCOLOR(#ccc):[[★×1>難易度表/かんたん/XY＆Z]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×2>難易度表/ふつう/XY＆Z]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/XY＆Z]]|BGCOLOR(#ccc):[[★×9>難易度表/おに/XY＆Z]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''15/12/24&br;~&br;18/11/20''|BGCOLOR(#ccc):''新''|BGCOLOR(#ccc):''我ら思う、故に我ら在り''&br;　　SIZE(11){「仮面ライダーゴースト」より}|BGCOLOR(#ccc):187|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/我ら思う、故に我ら在り]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/我ら思う、故に我ら在り]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/我ら思う、故に我ら在り]]|BGCOLOR(#ccc):[[★×7>難易度表/おに/我ら思う、故に我ら在り]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''15/12/24&br;~&br;17/3/14''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''ドラえもんのうた''|BGCOLOR(#ccc):123|BGCOLOR(#ccc):[[★×1>難易度表/かんたん/ドラえもんのうた]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×2>難易度表/ふつう/ドラえもんのうた]]|BGCOLOR(#ccc):[[★×3>難易度表/むずかしい/ドラえもんのうた]]|BGCOLOR(#ccc):[[★×3>難易度表/おに/ドラえもんのうた]]|BGCOLOR(#ccc):-|
||''新''|''人生ドラマチック''&br;　　SIZE(11){「妖怪ウォッチ」より}|128|[[★×2>難易度表/かんたん/人生ドラマチック]]&br;SIZE(10){(S)}|[[★×2>難易度表/ふつう/人生ドラマチック]]|[[★×4>難易度表/むずかしい/人生ドラマチック]]|[[★×7>難易度表/おに/人生ドラマチック]]|-|
|BGCOLOR(#ccc):''18/11/21&br;サ''|BGCOLOR(#ccc):''新''|BGCOLOR(#ccc):''Hard Knock Days''&br;　　SIZE(11){「ワンピース」より}|BGCOLOR(#ccc):184|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/Hard Knock Days]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/Hard Knock Days]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/Hard Knock Days]]|BGCOLOR(#ccc):[[★×6>難易度表/おに/Hard Knock Days]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''19/12/2&br;サ''|BGCOLOR(#ccc):''新''|BGCOLOR(#ccc):''crossing field''&br;　　SIZE(11){「ソードアート・オンライン」より}|BGCOLOR(#ccc): 179|BGCOLOR(#ccc):[[★×2>難易度表/かんたん/crossing field]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/crossing field]]|BGCOLOR(#ccc):[[★×4>難易度表/むずかしい/crossing field]]|BGCOLOR(#ccc):[[★×6>難易度表/おに/crossing field]]|BGCOLOR(#ccc):-|
||''新''|''Angelic Angel''&br;　　SIZE(11){μ's 映画「ラブライブ！The School Idol Movie」より}|160|[[★×3>難易度表/かんたん/Angelic Angel]]|[[★×4>難易度表/ふつう/Angelic Angel]]|[[★×4>難易度表/むずかしい/Angelic Angel]]|[[★×7>難易度表/おに/Angelic Angel]]|-|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):''新''|BGCOLOR(#ccc):''Snow halation''&br;　　SIZE(11){μ's 「ラブライブ！」より}|BGCOLOR(#ccc):173|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/Snow halation]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/Snow halation]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/Snow halation]]|BGCOLOR(#ccc):[[★×6>難易度表/おに/Snow halation]]|BGCOLOR(#ccc):-|
|||''それは僕たちの奇跡''&br;　　SIZE(11){μ's TVアニメ「ラブライブ！」より}|180|[[★×3>難易度表/かんたん/それは僕たちの奇跡]]|[[★×5>難易度表/ふつう/それは僕たちの奇跡]]|[[★×6>難易度表/むずかしい/それは僕たちの奇跡]]|[[★×7>難易度表/おに/それは僕たちの奇跡]]|-|
|||''僕らは今のなかで''&br;　　SIZE(11){μ's TVアニメ「ラブライブ！」より}|196|[[★×4>難易度表/かんたん/僕らは今のなかで]]|[[★×6>難易度表/ふつう/僕らは今のなかで]]|[[★×6>難易度表/むずかしい/僕らは今のなかで]]|[[★×8>難易度表/おに/僕らは今のなかで]]|-|
|||''初恋峠でゲラゲラポー''&br;　　SIZE(11){「妖怪ウォッチ」より}|123|[[★×3>難易度表/かんたん/初恋峠でゲラゲラポー]]&br;SIZE(10){(S)}|[[★×4>難易度表/ふつう/初恋峠でゲラゲラポー]]|[[★×4>難易度表/むずかしい/初恋峠でゲラゲラポー]]|[[★×7>難易度表/おに/初恋峠でゲラゲラポー]]|-|
|||''祭り囃子でゲラゲラポー''&br;　　SIZE(11){「妖怪ウォッチ」より}|128|[[★×3>難易度表/かんたん/祭り囃子でゲラゲラポー]]&br;SIZE(10){(S)}|[[★×4>難易度表/ふつう/祭り囃子でゲラゲラポー]]|[[★×5>難易度表/むずかしい/祭り囃子でゲラゲラポー]]|[[★×7>難易度表/おに/祭り囃子でゲラゲラポー]]|-|
|||''ダン・ダン ドゥビ・ズバー！''&br;　　SIZE(11){「妖怪ウォッチ」より}|160|[[★×2>難易度表/かんたん/ダン・ダン ドゥビ・ズバー！]]&br;SIZE(10){(S)}|[[★×4>難易度表/ふつう/ダン・ダン ドゥビ・ズバー！]]|[[★×5>難易度表/むずかしい/ダン・ダン ドゥビ・ズバー！]]|[[★×7>難易度表/おに/ダン・ダン ドゥビ・ズバー！]]|-|
|||''ようかい体操第一''&br;　　SIZE(11){「妖怪ウォッチ」より}|125|[[★×2>難易度表/かんたん/ようかい体操第一]]&br;SIZE(10){(S)}|[[★×3>難易度表/ふつう/ようかい体操第一]]|[[★×5>難易度表/むずかしい/ようかい体操第一]]|[[★×7>難易度表/おに/ようかい体操第一]]|-|
|||''ゲラゲラポーのうた''&br;　　SIZE(11){「妖怪ウォッチ」より}|120|[[★×3>難易度表/かんたん/ゲラゲラポーのうた]]&br;SIZE(10){(S)}|[[★×4>難易度表/ふつう/ゲラゲラポーのうた]]|[[★×5>難易度表/むずかしい/ゲラゲラポーのうた]]|[[★×7>難易度表/おに/ゲラゲラポーのうた]]|-|
|||''Let It Go〜ありのままで〜''&br;　　SIZE(11){「アナと雪の女王」より}|137|[[★×2>難易度表/かんたん/Let It Go〜ありのままで〜]]&br;SIZE(10){(S)}|[[★×2>難易度表/ふつう/Let It Go〜ありのままで〜]]|[[★×2>難易度表/むずかしい/Let It Go〜ありのままで〜]]|[[★×4>難易度表/おに/Let It Go〜ありのままで〜]]|-|
|BGCOLOR(#ccc):''17/12/6&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''雪だるまつくろう''&br;　　SIZE(11){「アナと雪の女王」より}|BGCOLOR(#ccc):97-153|BGCOLOR(#ccc):[[★×1>難易度表/かんたん/雪だるまつくろう]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×1>難易度表/ふつう/雪だるまつくろう]]|BGCOLOR(#ccc):[[★×3>難易度表/むずかしい/雪だるまつくろう]]|BGCOLOR(#ccc):[[★×7>難易度表/おに/雪だるまつくろう]]|BGCOLOR(#ccc):-|
|||''ドリームパレード''&br;　　SIZE(11){「プリパラ」より}|172|[[★×3>難易度表/かんたん/ドリームパレード]]&br;SIZE(10){(S)}|[[★×4>難易度表/ふつう/ドリームパレード]]|[[★×4>難易度表/むずかしい/ドリームパレード]]|[[★×5>難易度表/おに/ドリームパレード]]|-|
|||''ウルトラマンX''|148|[[★×1>難易度表/かんたん/ウルトラマンX]]&br;SIZE(10){(S)}|[[★×3>難易度表/ふつう/ウルトラマンX]]|[[★×5>難易度表/むずかしい/ウルトラマンX]]|[[★×7>難易度表/おに/ウルトラマンX]]|[[★×10>難易度表/おに/ウルトラマンX(裏譜面)]]|
|||''ゲッタバンバン''&br;　　SIZE(11){「ポケットモンスター XY」より}|167|[[★×2>難易度表/かんたん/ゲッタバンバン]]&br;SIZE(10){(S)}|[[★×4>難易度表/ふつう/ゲッタバンバン]]|[[★×5>難易度表/むずかしい/ゲッタバンバン]]|[[★×6>難易度表/おに/ゲッタバンバン]]|-|
|BGCOLOR(#ccc):''18/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''さぁ行け！ニンニンジャー！''&br;　　SIZE(11){「手裏剣戦隊ニンニンジャー」より}|BGCOLOR(#ccc):157|BGCOLOR(#ccc):[[★×2>難易度表/かんたん/さぁ行け！ニンニンジャー！]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×2>難易度表/ふつう/さぁ行け！ニンニンジャー！]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/さぁ行け！ニンニンジャー！]]|BGCOLOR(#ccc):[[★×5>難易度表/おに/さぁ行け！ニンニンジャー！]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''Miracle Go!プリンセスプリキュア''|BGCOLOR(#ccc):171|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/Miracle Go! プリンセスプリキュア]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/Miracle Go! プリンセスプリキュア]]|BGCOLOR(#ccc):[[★×3>難易度表/むずかしい/Miracle Go! プリンセスプリキュア]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/Miracle Go! プリンセスプリキュア]]|BGCOLOR(#ccc):-|
